;table;tableDescription;fieldNr;fieldName;fieldDescription;dataType;length
;RECCK     ;Koppling Sambandskontroll - Trans.typ;5;TIMESTAMP ;;C;10
;RECCR     ;Sambandskontroll - kod;1;KEYRECCR  ;Sambandskontroll - kod;C;15
;RECCR     ;Sambandskontroll - kod;2;KEYRECCH  ;Sambandskontroll;C;15
;RECCR     ;Sambandskontroll - kod;3;YEAR      ;Bokföringsår;I;4
;RECCR     ;Sambandskontroll - kod;4;PARTNO    ;Styrkoddel;I;4
;RECCR     ;Sambandskontroll - kod;5;PART      ;Styrkod;C;10
;RECCR     ;Sambandskontroll - kod;6;CTRLPARTNO;Koddel;I;4
;RECCR     ;Sambandskontroll - kod;7;FROMCODE  ;Från;C;10
;RECCR     ;Sambandskontroll - kod;8;TOCODE    ;Till;C;10
;RECCR     ;Sambandskontroll - kod;9;TIMESTAMP ;;C;10
;RECCU     ;Sambandskontroll - användare;1;KEYRECCU  ;Relationship control - user;C;15
;RECCU     ;Sambandskontroll - användare;2;KEYSYUSR  ;Användare;C;15
;RECCU     ;Sambandskontroll - användare;3;KEYRECCH  ;Sambandskontroll;C;15
;RECCU     ;Sambandskontroll - användare;4;YEAR      ;Bokföringsår;I;4
;RECCU     ;Sambandskontroll - användare;5;CTRLPARTNO;Koddel;I;4
;RECCU     ;Sambandskontroll - användare;6;FROMCODE  ;Från;C;10
;RECCU     ;Sambandskontroll - användare;7;TOCODE    ;Till;C;10
;RECCU     ;Sambandskontroll - användare;8;TIMESTAMP ;;C;10
;REFNH     ;Periodiseringsnyckel;1;KEYREFNH  ;Allocation index;C;15
;REFNH     ;Periodiseringsnyckel;2;KEYSYUSR  ;User;C;15
;REFNH     ;Periodiseringsnyckel;3;TYPE      ;Type;I;4
;REFNH     ;Periodiseringsnyckel;4;YEAR      ;Accounting year;I;4
;REFNH     ;Periodiseringsnyckel;5;NAME      ;Name;C;30
;REFNH     ;Periodiseringsnyckel;6;FNCODE    ;Allocation index;C;10
;REFNH     ;Periodiseringsnyckel;7;TIMESTAMP ;;C;10
;REFNK     ;Koppling periodiseringsnyckel;1;KEYREFNK  ;Koppling periodiseringsnyckel;C;15
;REFNK     ;Koppling periodiseringsnyckel;2;KEYDBTBL  ;Tabell;C;15
;REFNK     ;Koppling periodiseringsnyckel;3;KEYCODE   ;Koppling;C;15
;REFNK     ;Koppling periodiseringsnyckel;4;KEYREFNH  ;Periodiseringsnyckel;C;15
;REFNK     ;Koppling periodiseringsnyckel;5;TYPE      ;Typ;I;4
;REFNK     ;Koppling periodiseringsnyckel;6;TIMESTAMP ;;C;10
;REFNR     ;Periodiseringsnyckelrad;1;KEYREFNR  ;Periodiseringsnyckelrad;C;15
;REFNR     ;Periodiseringsnyckelrad;2;KEYREFNH  ;Periodiseringsnyckel;C;15
;REFNR     ;Periodiseringsnyckelrad;3;PERIOD    ;Period;I;4
;REFNR     ;Periodiseringsnyckelrad;4;AMOUNT    ;Belopp;Y;8
;REFNR     ;Periodiseringsnyckelrad;5;PERC      ;Procent;Y;8
;REFNR     ;Periodiseringsnyckelrad;6;TIMESTAMP ;;C;10
;REFSH     ;Försystemslogg - huvud;1;KEYREFSH  ;Försystemslogg - huvud;C;15
;REFSH     ;Försystemslogg - huvud;2;KEYREVRH  ;Verifikat;C;15
;REFSH     ;Försystemslogg - huvud;3;KEYCODE   ;Koppling;C;15
;REFSH     ;Försystemslogg - huvud;4;KEYDBTBL  ;Tabell;C;15
;REFSH     ;Försystemslogg - huvud;5;TIMESTAMP ;;C;10
;REFSL     ;Försystemslogg;1;KEYREFSL  ;;C;15
;REFSL     ;Försystemslogg;2;KEYREVRH  ;Verifikat;C;15
;REFSL     ;Försystemslogg;3;KEYREVRR  ;Verifikatrad;C;15
;REFSL     ;Försystemslogg;4;KEYREVRT  ;Transaktionstyp;C;15
;REFSL     ;Försystemslogg;5;KEYREKTK  ;Kodtypskategori;C;15
;REFSL     ;Försystemslogg;6;KEYDBTBL  ;Tabell;C;15
;REFSL     ;Försystemslogg;7;KEYCODE   ;Koppling;C;15
;REFSL     ;Försystemslogg;8;KEYDBTBL2 ;Tabellkoppling2;C;15
;REFSL     ;Försystemslogg;9;KEYCODE2  ;Koppling;C;15
;REFSL     ;Försystemslogg;10;KEYDBTBL3 ;Tabellkoppling3;C;15
;REFSL     ;Försystemslogg;11;KEYCODE3  ;Koppling;C;15
;REFSL     ;Försystemslogg;12;TIMESTAMP ;;C;10
;REIBL     ;Ingående balans;1;KEYREIBL  ;Ingående balans;C;15
;REIBL     ;Ingående balans;2;KEYCMCMP  ;Företag;C;15
;REIBL     ;Ingående balans;3;YEAR      ;År;I;4
;REIBL     ;Ingående balans;4;P1        ;;C;10
;REIBL     ;Ingående balans;5;P2        ;;C;10
;REIBL     ;Ingående balans;6;P3        ;;C;10
;REIBL     ;Ingående balans;7;P4        ;;C;10
;REIBL     ;Ingående balans;8;P5        ;;C;10
;REIBL     ;Ingående balans;9;P6        ;;C;10
;REIBL     ;Ingående balans;10;P7        ;;C;10
;REIBL     ;Ingående balans;11;P8        ;;C;10
;REIBL     ;Ingående balans;12;P9        ;;C;10
;REIBL     ;Ingående balans;13;P10       ;;C;10
;REIBL     ;Ingående balans;14;IB        ;Ing. balans;Y;8
;REIBL     ;Ingående balans;15;TIMESTAMP ;;C;10
;REKPC     ;Koppling mellan Kodplansgrupp - Företag;1;KEYREKPC  ;;C;15
;REKPC     ;Koppling mellan Kodplansgrupp - Företag;2;KEYREKPG  ;;C;15
;REKPC     ;Koppling mellan Kodplansgrupp - Företag;3;KEYCMCMP  ;Company;C;15
;REKPC     ;Koppling mellan Kodplansgrupp - Företag;4;TIMESTAMP ;;C;10
;REKPD     ;Koddel;1;KEYREKPD  ;Koddel;C;15
;REKPD     ;Koddel;2;PARTNO    ;Koddel;I;4
;REKPD     ;Koddel;3;NAME      ;Benämning;C;30
;REKPD     ;Koddel;4;PARTLENGTH;Längd;I;4
;REKPD     ;Koddel;5;FORCE     ;Obligatorisk;I;4
;REKPD     ;Koddel;6;REGACCESS ;Manuell;I;4
;REKPD     ;Koddel;7;PRIO      ;Prioritet;I;4
;REKPD     ;Koddel;8;TIMESTAMP ;;C;10
;REKPE     ;Kodplansegenskap;1;KEYREKPE  ;Kodplansegenskap;C;15
;REKPE     ;Kodplansegenskap;2;ICAPTION  ;Benämning;C;40
;REKPE     ;Kodplansegenskap;3;KEYSYTXC  ;Textkluster;C;15
;REKPE     ;Kodplansegenskap;4;TIMESTAMP ;;C;10
;REKPF     ;Obligatoriska koddelar;1;KEYREKPF  ;Obligatoriska koddelar;C;15
;REKPF     ;Obligatoriska koddelar;2;KEYREKPY  ;Kodtyp;C;15
;REKPF     ;Obligatoriska koddelar;3;PARTNO    ;Koddel;I;4
;REKPF     ;Obligatoriska koddelar;4;TIMESTAMP ;;C;10
;REKPG     ;Kodplansgrupp;1;KEYREKPG  ;;C;15
;REKPG     ;Kodplansgrupp;2;CODE      ;;C;10
;REKPG     ;Kodplansgrupp;3;CAPTION   ;Name;C;40
;REKPG     ;Kodplansgrupp;4;TIMESTAMP ;;C;10
;REKPK     ;Interna egenskaper;1;KEYREKPK  ;Interna egenskaper;C;15
;REKPK     ;Interna egenskaper;2;KEYREKPE  ;Egenskap;C;15
;REKPK     ;Interna egenskaper;3;KEYREKPD  ;Koddel;C;15
;REKPK     ;Interna egenskaper;4;FROMPART  ;Från;C;10
;REKPK     ;Interna egenskaper;5;TOPART    ;Till;C;10
;REKPK     ;Interna egenskaper;6;TIMESTAMP ;;C;10
;REKPL     ;Kodplan;1;KEYREKPL  ;Kodplan;C;15
;REKPL     ;Kodplan;2;KEYREKPG  ;Kodplansgrupp;C;15
;REKPL     ;Kodplan;3;KEYCMOBJ  ;Objekt;C;15
;REKPL     ;Kodplan;4;KEYATWAY  ;Färdväg;C;15
;REKPL     ;Kodplan;5;YEAR      ;Bokföringsår;I;4
;REKPL     ;Kodplan;6;KEYSYUSR  ;Skapare;C;15
;REKPL     ;Kodplan;7;KEYSYUSR2 ;Stängd av;C;15
;REKPL     ;Kodplan;8;PARTNO    ;Koddel;I;4
;REKPL     ;Kodplan;9;PART      ;Kod;C;10
;REKPL     ;Kodplan;10;NAME      ;Benämning;C;40
;REKPL     ;Kodplan;11;CLOSED    ;Stängd;I;4
;REKPL     ;Kodplan;12;CLOSEDATE ;Stängningsdatum;T;8
;REKPL     ;Kodplan;13;FROMDATE  ;Stängd fr.o.m.;T;8
;REKPL     ;Kodplan;14;TODATE    ;Stängd t.o.m.;T;8
;REKPL     ;Kodplan;15;PRCNT     ;Deduction percentage vat;N;20
;REKPL     ;Kodplan;16;TIMESTAMP ;;C;10
;REKPT     ;Koppling Kodplan - Kodtyp;1;KEYREKPT  ;Koppling Kodplan - Kodtyp;C;15
;REKPT     ;Koppling Kodplan - Kodtyp;2;KEYREKPL  ;Kodplan;C;15
;REKPT     ;Koppling Kodplan - Kodtyp;3;KEYREKPY  ;Kodtyp;C;15
;REKPT     ;Koppling Kodplan - Kodtyp;4;PRCNT     ;Procent;Y;8
;REKPT     ;Koppling Kodplan - Kodtyp;5;TIMESTAMP ;;C;10
;REKPY     ;Kodtyp;1;KEYREKPY  ;Kodtyp;C;15
;REKPY     ;Kodtyp;2;KEYREKTK  ;Kodtypskategori;C;15
;REKPY     ;Kodtyp;3;YEAR      ;År;I;4
;REKPY     ;Kodtyp;4;TYPE      ;Kodtyp;I;4
;REKPY     ;Kodtyp;5;NAME      ;Benämning;C;50
;REKPY     ;Kodtyp;6;PRCNT     ;Percentage share;N;20
;REKPY     ;Kodtyp;7;PRIO      ;Ordning;I;4
;REKPY     ;Kodtyp;8;REPABKOD  ;Systemstandard;I;4
;REKPY     ;Kodtyp;9;TIMESTAMP ;;C;10
;REKTK     ;Kodtypskategori;1;KEYREKTK  ;Kodtypskategori;C;15
;REKTK     ;Kodtypskategori;2;TYPEID    ;Kodtypskategori;I;4
;REKTK     ;Kodtypskategori;3;NAME      ;Benämning;C;30
;REKTK     ;Kodtypskategori;4;TIMESTAMP ;;C;10
;REMAC     ;Matchning - Rad;1;KEYREMAC  ;Matchning - Rad;C;15
;REMAC     ;Matchning - Rad;2;KEYREMAT  ;Matchning;C;15
;REMAC     ;Matchning - Rad;3;KEYREVRR  ;Verification row;C;15
;REMAC     ;Matchning - Rad;4;TIMESTAMP ;;C;10
;REMAT     ;Matchning;1;KEYREMAT  ;Matchning;C;15
;REMAT     ;Matchning;2;KEYSYUSR  ;Skapare;C;15
;REMAT     ;Matchning;3;CODE      ;Matching;C;10
;REMAT     ;Matchning;4;CAPTION   ;Benämning;C;40
;REMAT     ;Matchning;5;STATUS    ;Status;I;4
;REMAT     ;Matchning;6;REGDATE   ;Registreringsdatum;T;8
;REMAT     ;Matchning;7;TIMESTAMP ;;C;10
;REMSH     ;Momsredovisning;1;KEYREMSH  ;Momsredovisning;C;15
;REMSH     ;Momsredovisning;2;KEYREPPH  ;Momsmodell;C;15
;REMSH     ;Momsredovisning;3;KEYREVRH  ;Verifikat;C;15
;REMSH     ;Momsredovisning;4;YEAR      ;Bokföringsår;I;4
;REMSH     ;Momsredovisning;5;PERIOD    ;Period;I;4
;REMSH     ;Momsredovisning;6;TIMESTAMP ;;C;10
;REMSR     ;Momsredovisningsrad;1;KEYREMSR  ;Momsredovisningsrad;C;15
;REMSR     ;Momsredovisningsrad;2;KEYREMSH  ;Momsredovisning;C;15
;REMSR     ;Momsredovisningsrad;3;KEYREKPY  ;Kodtyp;C;15
;REMSR     ;Momsredovisningsrad;4;YEAR      ;Bokföringsår;I;4
;REMSR     ;Momsredovisningsrad;5;ACCPERIOD ;Period;I;4
;REMSR     ;Momsredovisningsrad;6;PRCNT     ;Procent;N;15
;REMSR     ;Momsredovisningsrad;7;AMOUNT    ;Belopp;Y;8
;REMSR     ;Momsredovisningsrad;8;TIMESTAMP ;;C;10
;REPOR     ;Processordning;1;KEYREPOR  ;Processordning;C;15
;REPOR     ;Processordning;2;KEYREKTK  ;Kodtypskategori;C;15
;REPOR     ;Processordning;3;KEYREVRT  ;Transaktionstyp;C;15
;REPOR     ;Processordning;4;KEYREPRO  ;Process;C;15
;REPOR     ;Processordning;5;PROCORDER ;Ordning;I;4
;REPOR     ;Processordning;6;PARTNO    ;Koddel;I;4
;REPOR     ;Processordning;7;BUNDLEDBCR;Buntning;I;4
;REPOR     ;Processordning;8;TEXT      ;Text;C;40
;REPOR     ;Processordning;9;TIMESTAMP ;;C;10
;REPPH     ;Momsmodell;1;KEYREPPH  ;Momsmodell;C;15
;REPPH     ;Momsmodell;2;KEYCMCMP  ;Företag;C;15
;REPPH     ;Momsmodell;3;KEYREVRT  ;Transaktionstyp;C;15
;REPPH     ;Momsmodell;4;KEYREKPY  ;Startperiod;C;15
;REPPH     ;Momsmodell;5;YEAR      ;Bokföringsår;I;4
;REPPH     ;Momsmodell;6;KEYREPRO  ;Momsmodell;C;15
;REPPH     ;Momsmodell;7;STARTYEAR ;Startår;I;4
;REPPH     ;Momsmodell;8;CAPTION   ;Benämning;C;21
;REPPH     ;Momsmodell;9;GROUPBY   ;Gruppering;I;4
;REPPH     ;Momsmodell;10;STARTPER  ;Startperiod;I;4
;REPPH     ;Momsmodell;11;ACTIVE    ;Aktiv;I;4
;REPPH     ;Momsmodell;12;TIMESTAMP ;;C;10
;REPPL     ;Periodiska Processer - logg;1;KEYREPPL  ;Periodiska Processer - logg;C;15
;REPPL     ;Periodiska Processer - logg;2;KEYREPRO  ;Process;C;15
;REPPL     ;Periodiska Processer - logg;3;KEYCMCMP  ;Företag;C;15
;REPPL     ;Periodiska Processer - logg;4;YEAR      ;År;I;4
;REPPL     ;Periodiska Processer - logg;5;PERIOD    ;Period;I;4
;REPPL     ;Periodiska Processer - logg;6;RUNORDER  ;Ordningsföljd;I;4
;REPPL     ;Periodiska Processer - logg;7;TIMESTAMP ;;C;10
;REPPR     ;Momsmodell;1;KEYREPPR  ;Momsmodell;C;15
;REPPR     ;Momsmodell;2;KEYREPPH  ;Momsmodell;C;15
;REPPR     ;Momsmodell;3;KEYREKPY  ;Kodtyp;C;15
;REPPR     ;Momsmodell;4;ACCPERIOD ;Period;I;4
;REPPR     ;Momsmodell;5;TIMESTAMP ;;C;10
;REPRO     ;Process;1;KEYREPRO  ;Process;C;15
;REPRO     ;Process;2;PROID     ;Processid;I;4
;REPRO     ;Process;3;KEYSYTXC  ;Textkluster;C;15
;REPRO     ;Process;4;TIMESTAMP ;;C;10
;REPRP     ;Koppling Processordning - Kodtyp;1;KEYREPRP  ;Koppling Processordning - Kodtyp;C;15
;REPRP     ;Koppling Processordning - Kodtyp;2;KEYREPOR  ;Processordning;C;15
;REPRP     ;Koppling Processordning - Kodtyp;3;KEYREKPY  ;Kodtyp;C;15
;REPRP     ;Koppling Processordning - Kodtyp;4;YEAR      ;Bokföringsår;I;4
;REPRP     ;Koppling Processordning - Kodtyp;5;TIMESTAMP ;;C;10
;REPSH     ;repsh;1;KEYREPSH  ;;C;15
;REPSH     ;repsh;2;KEYREPSP  ;Konteringsregelverk tabeller;C;15
;REPSH     ;repsh;3;KEYREKTK  ;Kodtypskategori;C;15
;REPSH     ;repsh;4;P1        ;;I;4
;REPSH     ;repsh;5;P2        ;;I;4
;REPSH     ;repsh;6;P3        ;;I;4
;REPSH     ;repsh;7;P4        ;;I;4
;REPSH     ;repsh;8;P5        ;;I;4
;REPSH     ;repsh;9;P6        ;;I;4
;REPSH     ;repsh;10;P7        ;;I;4
;REPSH     ;repsh;11;P8        ;;I;4
;REPSH     ;repsh;12;P9        ;;I;4
;REPSH     ;repsh;13;P10       ;;I;4
;REPSH     ;repsh;14;TIMESTAMP ;;C;10
;REPSK     ;Postspecifik kontering;1;KEYREPSK  ;Record-specific coding;C;15
;REPSK     ;Postspecifik kontering;2;KEYREKPG  ;;C;15
;REPSK     ;Postspecifik kontering;3;YEAR      ;Accounting year;I;4
;REPSK     ;Postspecifik kontering;4;KEYREPSR  ;Coding rules;C;15
;REPSK     ;Postspecifik kontering;5;KEYREKPY  ;Code type;C;15
;REPSK     ;Postspecifik kontering;6;KEYREKTK  ;Code type category;C;15
;REPSK     ;Postspecifik kontering;7;KEYDBTBL  ;Table;C;15
;REPSK     ;Postspecifik kontering;8;KEYCODE   ;Link;C;15
;REPSK     ;Postspecifik kontering;9;P1        ;;C;10
;REPSK     ;Postspecifik kontering;10;P2        ;;C;10
;REPSK     ;Postspecifik kontering;11;P3        ;;C;10
;REPSK     ;Postspecifik kontering;12;P4        ;;C;10
;REPSK     ;Postspecifik kontering;13;P5        ;;C;10
;REPSK     ;Postspecifik kontering;14;P6        ;;C;10
;REPSK     ;Postspecifik kontering;15;P7        ;;C;10
;REPSK     ;Postspecifik kontering;16;P8        ;;C;10
;REPSK     ;Postspecifik kontering;17;P9        ;;C;10
;REPSK     ;Postspecifik kontering;18;P10       ;;C;10
;REPSK     ;Postspecifik kontering;19;TIMESTAMP ;;C;10
;REPSP     ;Konteringsregelverk tabeller;1;KEYREPSP  ;Coding rules tables;C;15
;REPSP     ;Konteringsregelverk tabeller;2;KEYREPSY  ;Coding rules codetype category;C;15
;REPSP     ;Konteringsregelverk tabeller;3;KEYDBTBL  ;Table;C;15
;REPSP     ;Konteringsregelverk tabeller;4;PRIO      ;Order;I;4
;REPSP     ;Konteringsregelverk tabeller;5;ACCABLE   ;Calculable;I;4
;REPSP     ;Konteringsregelverk tabeller;6;FILLBLANK ;Blank filler;I;4
;REPSP     ;Konteringsregelverk tabeller;7;VATCALC   ;Use for [TXC<L>_RYL0UIQWF] of [TXC<L>_S2C11FKZP];I;4
;REPSP     ;Konteringsregelverk tabeller;8;TIMESTAMP ;;C;10
;REPSR     ;Konteringsregelverk;1;KEYREPSR  ;Coding rules;C;15
;REPSR     ;Konteringsregelverk;2;SOURCETYPE;Type;I;4
;REPSR     ;Konteringsregelverk;3;YEAR      ;Accounting year;I;4
;REPSR     ;Konteringsregelverk;4;KEYCODE   ;Relation;C;15
;REPSR     ;Konteringsregelverk;5;TIMESTAMP ;;C;10
;REPST     ;Konteringsregelverk tabelldefinition;1;KEYREPST  ;Konteringsregelverk tabelldefinition;C;15
;REPST     ;Konteringsregelverk tabelldefinition;2;TYPE      ;Typ;I;4
;REPST     ;Konteringsregelverk tabelldefinition;3;NAME      ;Tabellnamn;C;30
;REPST     ;Konteringsregelverk tabelldefinition;4;KEYDBTBL  ;Tabell;C;15
;REPST     ;Konteringsregelverk tabelldefinition;5;KEYSYTXC  ;Textkluster;C;15
;REPST     ;Konteringsregelverk tabelldefinition;6;TIMESTAMP ;;C;10
;REPSY     ;Konteringsregelverk kodtypskategori;1;KEYREPSY  ;Konteringsregelverk kodtypskategori;C;15
;REPSY     ;Konteringsregelverk kodtypskategori;2;KEYREPSR  ;Konteringsregelverk;C;15
;REPSY     ;Konteringsregelverk kodtypskategori;3;KEYREKTK  ;Kodtypskategori;C;15
;REPSY     ;Konteringsregelverk kodtypskategori;4;KTKORDER  ;Sortering;I;4
;REPSY     ;Konteringsregelverk kodtypskategori;5;EXTERPSK  ;Extern/Intern;I;4
;REPSY     ;Konteringsregelverk kodtypskategori;6;CALC      ;Beräkning;I;4
;REPSY     ;Konteringsregelverk kodtypskategori;7;CTRLPARTNO;Koddel;I;4
;REPSY     ;Konteringsregelverk kodtypskategori;8;KEYREKPY  ;Kodtyp;C;15
;REPSY     ;Konteringsregelverk kodtypskategori;9;CREDIT    ;Kredit;I;4
;REPSY     ;Konteringsregelverk kodtypskategori;10;BUNDLE    ;Buntning;I;4
;REPSY     ;Konteringsregelverk kodtypskategori;11;BUNDLEDBCR;Bunta D/K;I;4
;REPSY     ;Konteringsregelverk kodtypskategori;12;DAEB      ;DAEB;I;4
;REPSY     ;Konteringsregelverk kodtypskategori;13;TIMESTAMP ;;C;10
;RESCC     ;[TXC_0R90SZR70] [TXC_5U60EOXSTMW2CT] - [TXC_RX3105;1;KEYRESCC  ;[TXC_0R90SZR70] [TXC_5U60EOXSTMW2CT] - [TXC_RX3105;C;15
;RESCC     ;[TXC_0R90SZR70] [TXC_5U60EOXSTMW2CT] - [TXC_RX3105;2;KEYRESCP  ;[TXC_RYU0QC8QS] [TXC<L>_S8A0ZCVYB] [TXC<L>_RX31051;C;15
;RESCC     ;[TXC_0R90SZR70] [TXC_5U60EOXSTMW2CT] - [TXC_RX3105;3;KPLCODE   ;Account (external code);C;10
;RESCC     ;[TXC_0R90SZR70] [TXC_5U60EOXSTMW2CT] - [TXC_RX3105;4;TIMESTAMP ;;C;10
;RESCP     ;External standard codeplan;1;KEYRESCP  ;[TXC_RYU0QC8QS] [TXC<L>_S8A0ZCVYB] [TXC<L>_RX31051;C;15
;RESCP     ;External standard codeplan;2;CODE      ;Kod;C;10
;RESCP     ;External standard codeplan;3;CAPTION   ;Benämning;C;120
;RESCP     ;External standard codeplan;4;TIMESTAMP ;;C;10
;RESHB     ;Huvudbok;1;KEYRESHB  ;Huvudbok;C;15
;RESHB     ;Huvudbok;2;KEYCMCMP  ;Företag;C;15
;RESHB     ;Huvudbok;3;YEAR      ;Bokföringsår;I;4
;RESHB     ;Huvudbok;4;PERIOD    ;Period;I;4
;RESHB     ;Huvudbok;5;P1        ;;C;10
;RESHB     ;Huvudbok;6;P2        ;;C;10
;RESHB     ;Huvudbok;7;P3        ;;C;10
;RESHB     ;Huvudbok;8;P4        ;;C;10
;RESHB     ;Huvudbok;9;P5        ;;C;10
;RESHB     ;Huvudbok;10;P6        ;;C;10
;RESHB     ;Huvudbok;11;P7        ;;C;10
;RESHB     ;Huvudbok;12;P8        ;;C;10
;RESHB     ;Huvudbok;13;P9        ;;C;10
;RESHB     ;Huvudbok;14;P10       ;;C;10
;RESHB     ;Huvudbok;15;DB        ;Debet;Y;8
;RESHB     ;Huvudbok;16;CR        ;Kredit;Y;8
;RESHB     ;Huvudbok;17;TIMESTAMP ;;C;10
;REVRH     ;Verifikat;1;KEYREVRH  ;Verifikat;C;15
;REVRH     ;Verifikat;2;KEYCMCMP  ;Företag;C;15
;REVRH     ;Verifikat;3;KEYREVRT  ;Transaktionstyp;C;15
;REVRH     ;Verifikat;4;KEYREKPY  ;Kodtyp;C;15
;REVRH     ;Verifikat;5;KEYSYUSR  ;Användare;C;15
;REVRH     ;Verifikat;6;DELFLAG   ;Makulerad;I;4
;REVRH     ;Verifikat;7;CLOSED    ;Permanent verifikat;I;4
;REVRH     ;Verifikat;8;STATUS    ;Status;I;4
;REVRH     ;Verifikat;9;PROCSTATUS;Processtatus;I;4
;REVRH     ;Verifikat;10;PBSTATUS  ;Periodiserings/buntningsstatus;I;4
;REVRH     ;Verifikat;11;YEAR      ;Bokföringsår;I;4
;REVRH     ;Verifikat;12;PERIOD    ;Period;I;4
;REVRH     ;Verifikat;13;VERID     ;Verifikatid;C;30
;REVRH     ;Verifikat;14;TEXT      ;Huvudtext;C;40
;REVRH     ;Verifikat;15;ACCDATE   ;Bokföringsdatum;T;8
;REVRH     ;Verifikat;16;REGDATE   ;Registreringsdatum;T;8
;REVRH     ;Verifikat;17;TIMESTAMP ;;C;10
;REVRR     ;Verifikatrad;1;KEYREVRR  ;Verifikatrad;C;15
;REVRR     ;Verifikatrad;2;KEYREVRH  ;Verifikat;C;15
;REVRR     ;Verifikatrad;3;KEYREKPY  ;Kodtyp;C;15
;REVRR     ;Verifikatrad;4;KEYCMUNI  ;Enhet;C;15
;REVRR     ;Verifikatrad;5;KEYCMCUH  ;Valuta;C;15
;REVRR     ;Verifikatrad;6;TEXT      ;Radtext;C;30
;REVRR     ;Verifikatrad;7;YEAR      ;Bokföringsår;I;4
;REVRR     ;Verifikatrad;8;PERIOD    ;Period;I;4
;REVRR     ;Verifikatrad;9;VOLUME    ;Volym;Y;8
;REVRR     ;Verifikatrad;10;UNIT      ;Enhet;C;10
;REVRR     ;Verifikatrad;11;OMF       ;Spärrad för ändring;I;4
;REVRR     ;Verifikatrad;12;VATTYPE   ;Fastighetsmoms;I;4
;REVRR     ;Verifikatrad;13;DB        ;Debet;Y;8
;REVRR     ;Verifikatrad;14;CR        ;Kredit;Y;8
;REVRR     ;Verifikatrad;15;STATUS    ;Automatkonteringsstatus;I;4
;REVRR     ;Verifikatrad;16;ATSTATUS  ;Attesteringsstatus;I;4
;REVRR     ;Verifikatrad;17;DELFLAG   ;Makulerad;I;4
;REVRR     ;Verifikatrad;18;P1        ;;C;10
;REVRR     ;Verifikatrad;19;P2        ;;C;10
;REVRR     ;Verifikatrad;20;P3        ;;C;10
;REVRR     ;Verifikatrad;21;P4        ;;C;10
;REVRR     ;Verifikatrad;22;P5        ;;C;10
;REVRR     ;Verifikatrad;23;P6        ;;C;10
;REVRR     ;Verifikatrad;24;P7        ;;C;10
;REVRR     ;Verifikatrad;25;P8        ;;C;10
;REVRR     ;Verifikatrad;26;P9        ;;C;10
;REVRR     ;Verifikatrad;27;P10       ;;C;10
;REVRR     ;Verifikatrad;28;TIMESTAMP ;;C;10
;REVRT     ;Transaktionstyp;1;KEYREVRT  ;Transaktionstyp;C;15
;REVRT     ;Transaktionstyp;2;KEYSYMDL  ;Modul;C;15
;REVRT     ;Transaktionstyp;3;KEYCMRTN  ;Rutin;C;15
;REVRT     ;Transaktionstyp;4;KEYATWAY  ;Färdväg;C;15
;REVRT     ;Transaktionstyp;5;TYPEID    ;Transaktionstyp;I;4
;REVRT     ;Transaktionstyp;6;NAME      ;Benämning;C;30
;REVRT     ;Transaktionstyp;7;FORCECTRL ;Tvingandekontroll;I;4
;REVRT     ;Transaktionstyp;8;SETVERID  ;Sätt verifikatid vid;I;4
;REVRT     ;Transaktionstyp;9;CONNCTRL  ;Samband - rad;I;4
;REVRT     ;Transaktionstyp;10;ACCCTRL   ;Samband - kolumn;I;4
;REVRT     ;Transaktionstyp;11;ACCCTRL2  ;Behörighet transaktionstyp;I;4
;REVRT     ;Transaktionstyp;12;FADBTQTY  ;Debiteringstyper;I;4
;REVRT     ;Transaktionstyp;13;DIRUPDACC ;Direktuppdatering av huvudbok;I;4
;REVRT     ;Transaktionstyp;14;BUNDLEVRR ;Radbunta verifikat efter processer;I;4
;REVRT     ;Transaktionstyp;15;VRTUSED   ;Aktiv;I;4
;REVRT     ;Transaktionstyp;16;REPABKOD  ;Systemstandard;I;4
;REVRT     ;Transaktionstyp;17;TIMESTAMP ;;C;10
;REVRX     ;Verifikattext;1;KEYREVRX  ;Verifikattext;C;15
;REVRX     ;Verifikattext;2;TEXT      ;Verifikattext;C;40
;REVRX     ;Verifikattext;3;TIMESTAMP ;;C;10
;SCANE     ;scane;1;KEYSCANE  ;;C;15
;SCANE     ;scane;2;KEYFBANP  ;Protokollpunkt;C;15
;SCANE     ;scane;3;KEYSCEFT  ;Konsekvenstyp;C;15
;SCANE     ;scane;4;TIMESTAMP ;;C;10
;SCCHR     ;Statusbedömning;1;KEYSCCHR  ;Statusbedömning;C;15
;SCCHR     ;Statusbedömning;2;KEYSCCHT  ;Förändringstyp;C;15
;SCCHR     ;Statusbedömning;3;KEYSCEFT  ;Konsekvenstyp;C;15
;SCCHR     ;Statusbedömning;4;KEYFBBES  ;Besiktning;C;15
;SCCHR     ;Statusbedömning;5;KEYFBANP  ;Protokollpunkt;C;15
;SCCHR     ;Statusbedömning;6;CODE      ;Protokollpunkt;C;10
;SCCHR     ;Statusbedömning;7;CAPTION   ;Benämning;C;100
;SCCHR     ;Statusbedömning;8;CHGDATE   ;Förändrad;T;8
;SCCHR     ;Statusbedömning;9;NOTE      ;Statusnotering;M;4
;SCCHR     ;Statusbedömning;10;STATUS    ;Anmärkningstyp;I;4
;SCCHR     ;Statusbedömning;11;EFFECT    ;Konsekvensgrad;I;4
